,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.2815,0.4166,0.5306,0.3720,0.6100,0.6170,0.5896,0.4864,0.7679,0.1843,0.5498,0.6456
DecisionTreeRegressor,0.5402,0.5613,0.7350,-0.2050,0.3819,0.4014,0.6216,0.5510,0.7884,0.1401,0.5060,0.5632
RandomForestRegressor,0.2887,0.4169,0.5374,0.3559,0.6044,0.5985,0.5965,0.5106,0.7723,0.1748,0.5609,0.6615
GradientBoostingRegressor,0.2820,0.4093,0.5310,0.3710,0.6095,0.6173,0.5547,0.4756,0.7448,0.2326,0.5684,0.6759
AdaBoostRegressor,0.2868,0.4103,0.5356,0.3601,0.6025,0.6143,0.6020,0.4988,0.7759,0.1671,0.5419,0.6662
XGBRegressor,0.3386,0.4460,0.5819,0.2447,0.5240,0.5119,0.5615,0.4785,0.7494,0.2231,0.5625,0.6649
ExtraTreesRegressor,0.2447,0.3869,0.4947,0.4541,0.6826,0.6916,0.5433,0.4873,0.7371,0.2484,0.6071,0.6990
LinearRegression,0.8107,0.6945,0.9004,-0.8085,0.3745,0.3949,0.5279,0.5985,0.7266,0.2697,0.5557,0.5181
KNeighborsRegressor,0.3083,0.4118,0.5552,0.3123,0.5860,0.5926,0.5707,0.5204,0.7555,0.2104,0.5839,0.6250
SVR,0.2828,0.4112,0.5318,0.3691,0.6116,0.6289,0.5813,0.4905,0.7624,0.1958,0.5898,0.6658
MLPRegressor,1.4356,0.9482,1.1982,-2.2025,0.1903,0.1783,1.4183,0.9472,1.1909,-0.9621,0.4176,0.2365
